file,function,args
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getColor,v
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getFrame,v
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getHuntingData,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getPanelHeight,panel
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getPrice,name
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,getSumStats,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,healHour,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,hightlightText,"widget, color, duration"
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,hourVal,v
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,lootHour,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,maintainDropTable,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,niceFormat,v
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,refreshKills,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,refreshList,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,refreshLoot,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,refreshWaste,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,reportStats,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,sendData,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,setFrames,
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,smallNumbers,n
modules/game_bot/default_configs/vBot_4.7/vBot/analyzer.lua,wasteHour,
modules/game_bot/default_configs/vBot_4.7/vBot/antiRs.lua,safeExit,
modules/game_bot/default_configs/vBot_4.7/vBot/configs.lua,vBotConfigSave,file
modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.lua,arabicToRoman,n
modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.lua,getStashingIndex,id
modules/game_bot/default_configs/vBot_4.7/vBot/depositer_config.lua,refreshEntries,
modules/game_bot/default_configs/vBot_4.7/vBot/depot_withdraw.lua,reopenLootContainer,
modules/game_bot/default_configs/vBot_4.7/vBot/extras.lua,checkForDoors,pos
modules/game_bot/default_configs/vBot_4.7/vBot/extras.lua,checkPlayers,
modules/game_bot/default_configs/vBot_4.7/vBot/extras.lua,forceMarked,creature
modules/game_bot/default_configs/vBot_4.7/vBot/extras.lua,openNextLootContainer,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.CloseAllLootContainers,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.CloseLootContainer,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.Conversation,...
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.GetLootContainers,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.GetLootItems,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.GetOpenedLootContainers,containerTable
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.GoTo,"position, precision"
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.HasLootItems,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.MatchPosition,"position, distance"
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenDepotBox,index
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenDepotChest,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenInbox,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenLocker,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenLootContainer,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.OpenNpcTrade,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.PingDelay,multiplayer
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.ReachAndOpenDepot,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.ReachAndOpenInbox,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.ReachDepot,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.ReachNPC,name
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.StashItem,"item, index, destination"
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.Travel,destination
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBot.WithdrawItem,"id, amount, fromDepot, destination"
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,CaveBotConfigParse,
modules/game_bot/default_configs/vBot_4.7/vBot/new_cavebot_lib.lua,getNearTiles,pos
modules/game_bot/default_configs/vBot_4.7/vBot/new_healer.lua,capitalFistLetter,str
modules/game_bot/default_configs/vBot_4.7/vBot/new_healer.lua,clearFields,
modules/game_bot/default_configs/vBot_4.7/vBot/new_healer.lua,friendHealerAction,"spec, targetsInRange"
modules/game_bot/default_configs/vBot_4.7/vBot/new_healer.lua,setCrementalButtons,
modules/game_bot/default_configs/vBot_4.7/vBot/new_healer.lua,validate,"widget, category"
modules/game_bot/default_configs/vBot_4.7/vBot/playerlist.lua,addBlackListPlayer,name
modules/game_bot/default_configs/vBot_4.7/vBot/playerlist.lua,clearCachedPlayers,
modules/game_bot/default_configs/vBot_4.7/vBot/quiver_label.lua,getQuiverAmount,
modules/game_bot/default_configs/vBot_4.7/vBot/quiver_manager.lua,manageQuiver,"isBowEquipped, quiverContainer"
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,addItemPanel,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,clearEmptyPanels,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,convertOldConfig,config
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,deleteFirstEmptyPanel,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,getEmptyItemPanels,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,loadSettings,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,refreshProfileList,
modules/game_bot/default_configs/vBot_4.7/vBot/supplies.lua,setProfileFocus,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,broadcastMessage,text
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,burstDamageValue,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,canCast,"spell, ignoreRL, ignoreCd"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,cast,"text, delay"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,castSpell,text
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,containerIsFull,c
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,distanceFromPlayer,coords
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,dropItem,idOrObject
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,findItemOnGround,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getActiveItemId,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getAllPlayers,"range, multifloor"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getBestTileByPatern,"pattern, specType, maxDist, safe"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getContainerByItem,"id, notFull"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getContainerByName,"name, notFull"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getCreaturesInArea,"param1, param2, param3"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getEnemies,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getFirstNumberInText,text
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getFriends,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getInactiveItemId,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getMonsters,"range, multifloor"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getMonstersInRange,"pos, range"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getNearTiles,pos
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getNeutrals,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getNpcs,"range, multifloor"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getPlayerDistribution,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getPlayers,"range, multifloor"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getPos,"x, y, z"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getSpellCoolDown,text
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getSpellData,spell
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,getTarget,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isAttSpell,expr
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isBlackListedPlayerInRange,range
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isBuffed,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isEnemy,c
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isFriend,c
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isOnTile,"id, p1, p2, p3"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,isSafe,"range, multifloor, padding"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,itemAmount,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,killsToRs,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,logInfo,text
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,openPurse,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,reachGroundItem,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,reindexTable,t
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,relogOnCharacter,charName
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,reopenPurse,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,scheduleNpcSay,"text, delay"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,standTime,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,statusMessage,"text, logInConsole"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,string.starts,"String, Start"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,target,
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,targetPos,dist
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,useGroundItem,id
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,useOnGroundItem,"a, b"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,useOnInvertoryItem,"a, b"
modules/game_bot/default_configs/vBot_4.7/vBot/vlib.lua,whiteInfoMessage,text
modules/game_bot/default_configs/vBot_4.8/_Loader.lua,loadScript,name
modules/game_bot/default_configs/vBot_4.8/cavebot/actions.lua,breakFurniture,destPos
modules/game_bot/default_configs/vBot_4.8/cavebot/actions.lua,modPos,dir
modules/game_bot/default_configs/vBot_4.8/cavebot/actions.lua,pathfinder,
modules/game_bot/default_configs/vBot_4.8/cavebot/actions.lua,pushPlayer,creature
modules/game_bot/default_configs/vBot_4.8/cavebot/cavebot.lua,reverseTable,"t, max"
modules/game_bot/default_configs/vBot_4.8/cavebot/cavebot.lua,rpairs,t
modules/game_bot/default_configs/vBot_4.8/cavebot/depositor.lua,print,"""CaveBot[Depositor]: no items to stash, proceeding"""
modules/game_bot/default_configs/vBot_4.8/cavebot/depositor.lua,resetCache,
modules/game_bot/default_configs/vBot_4.8/cavebot/example_functions.lua,addExampleFunction,"title, text"
modules/game_bot/default_configs/vBot_4.8/cavebot/imbuing.lua,reset,
modules/game_bot/default_configs/vBot_4.8/cavebot/recorder.lua,addPosition,pos
modules/game_bot/default_configs/vBot_4.8/cavebot/recorder.lua,addStairs,pos
modules/game_bot/default_configs/vBot_4.8/cavebot/recorder.lua,setup,
modules/game_bot/default_configs/vBot_4.8/cavebot/stand_lure.lua,modPos,dir
modules/game_bot/default_configs/vBot_4.8/cavebot/stand_lure.lua,reset,delay
modules/game_bot/default_configs/vBot_4.8/cavebot/supply_check.lua,setCaveBotData,hunting
modules/game_bot/default_configs/vBot_4.8/targetbot/creature_attack.lua,getWalkableTilesCount,position
modules/game_bot/default_configs/vBot_4.8/targetbot/creature_attack.lua,rePosition,minTiles
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,executeAttackBotAction,"categoryOrPos, idOrFormula, cooldown"
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,getBestTileByPattern,"pattern, minHp, maxHp, safePattern, monsterNamesTable"
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,getMonstersInArea,"category, posOrCreature, pattern, minHp, maxHp, safePattern, monsterNamesTable"
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,getPattern,"category, pattern, safe"
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,loadSettings,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,refreshAttacks,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,resetFields,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,setCategoryText,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,setPatternText,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,setupWidget,widget
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,toggleItem,
modules/game_bot/default_configs/vBot_4.8/vBot/AttackBot.lua,toggleSettings,
modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.lua,initBotServerListenFunctions,
modules/game_bot/default_configs/vBot_4.8/vBot/BotServer.lua,updateStatusText,
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,findItemsInArray,"t, tfind"
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,moveItem,"item, destination"
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,nameContainersOnLogin,
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,properTable,t
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,refreshSortList,"k, t"
modules/game_bot/default_configs/vBot_4.8/vBot/Containers.lua,reopenBackpacks,
modules/game_bot/default_configs/vBot_4.8/vBot/Dropper.lua,properTable,t
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,equipItem,"id, slot"
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,finalCheck,"first,relation,second"
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,interpreteCondition,"n, v"
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,isEquipped,id
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,markChild,child
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,refreshRules,
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,resetFields,
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,setCondition,"first, n"
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,setupPreview,"display, data"
modules/game_bot/default_configs/vBot_4.8/vBot/Equipper.lua,unequipItem,table
modules/game_bot/default_configs/vBot_4.8/vBot/Sio.lua,isValid,name
modules/game_bot/default_configs/vBot_4.8/vBot/alarms.lua,alarm,"file, windowText"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,add,"t, text, color, last"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,avgTable,t
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,bottingLabels,"lootWorth, wasteWorth, balance"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,bottingStats,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,capitalFistLetter,str
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,clipboardData,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,createBossPanel,"bossName, dueTime"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,createTrackedItems,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,damageHour,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,formatStr,str
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,format_thousand,"v, comma"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getColor,v
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getFrame,v
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getHuntingData,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getPanelHeight,panel
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getPrice,name
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,getSumStats,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,healHour,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,hightlightText,"widget, color, duration"
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,hourVal,v
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,lootHour,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,maintainDropTable,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,niceFormat,v
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,refreshKills,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,refreshList,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,refreshLoot,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,refreshWaste,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,reportStats,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,sendData,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,setFrames,
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,smallNumbers,n
modules/game_bot/default_configs/vBot_4.8/vBot/analyzer.lua,wasteHour,
modules/game_bot/default_configs/vBot_4.8/vBot/antiRs.lua,safeExit,
modules/game_bot/default_configs/vBot_4.8/vBot/configs.lua,vBotConfigSave,file
modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.lua,arabicToRoman,n
modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.lua,getStashingIndex,id
modules/game_bot/default_configs/vBot_4.8/vBot/depositer_config.lua,refreshEntries,
modules/game_bot/default_configs/vBot_4.8/vBot/depot_withdraw.lua,reopenLootContainer,
modules/game_bot/default_configs/vBot_4.8/vBot/extras.lua,checkForDoors,pos
modules/game_bot/default_configs/vBot_4.8/vBot/extras.lua,checkPlayers,
modules/game_bot/default_configs/vBot_4.8/vBot/extras.lua,forceMarked,creature
modules/game_bot/default_configs/vBot_4.8/vBot/extras.lua,openNextLootContainer,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.CloseAllLootContainers,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.CloseLootContainer,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.Conversation,...
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.GetLootContainers,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.GetLootItems,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.GetOpenedLootContainers,containerTable
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.GoTo,"position, precision"
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.HasLootItems,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.MatchPosition,"position, distance"
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenDepotBox,index
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenDepotChest,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenInbox,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenLocker,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenLootContainer,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.OpenNpcTrade,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.PingDelay,multiplayer
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.ReachAndOpenDepot,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.ReachAndOpenInbox,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.ReachDepot,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.ReachNPC,name
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.StashItem,"item, index, destination"
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.Travel,destination
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBot.WithdrawItem,"id, amount, fromDepot, destination"
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,CaveBotConfigParse,
modules/game_bot/default_configs/vBot_4.8/vBot/new_cavebot_lib.lua,getNearTiles,pos
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,capitalFistLetter,str
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,clearFields,
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,friendHealerAction,"spec, targetsInRange"
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,isCandidate,spec
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,setCrementalButtons,
modules/game_bot/default_configs/vBot_4.8/vBot/new_healer.lua,validate,"widget, category"
modules/game_bot/default_configs/vBot_4.8/vBot/playerlist.lua,addBlackListPlayer,name
modules/game_bot/default_configs/vBot_4.8/vBot/playerlist.lua,clearCachedPlayers,
modules/game_bot/default_configs/vBot_4.8/vBot/quiver_label.lua,getQuiverAmount,
modules/game_bot/default_configs/vBot_4.8/vBot/quiver_manager.lua,manageQuiver,"isBowEquipped, quiverContainer"
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,addItemPanel,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,clearEmptyPanels,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,convertOldConfig,config
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,deleteFirstEmptyPanel,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,getEmptyItemPanels,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,loadSettings,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,refreshProfileList,
modules/game_bot/default_configs/vBot_4.8/vBot/supplies.lua,setProfileFocus,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,broadcastMessage,text
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,burstDamageValue,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,canCast,"spell, ignoreRL, ignoreCd"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,cast,"text, delay"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,castSpell,text
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,containerIsFull,c
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,distanceFromPlayer,coords
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,dropItem,idOrObject
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,findItemOnGround,id
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getActiveItemId,id
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getAllPlayers,"range, multifloor"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getBestTileByPatern,"pattern, specType, maxDist, safe"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getContainerByItem,"id, notFull"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getContainerByName,"name, notFull"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getCreaturesInArea,"param1, param2, param3"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getEnemies,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getFirstNumberInText,text
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getFriends,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getInactiveItemId,id
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getMonsters,"range, multifloor"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getMonstersInRange,"pos, range"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getNearTiles,pos
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getNeutrals,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getNpcs,"range, multifloor"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getPlayerDistribution,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getPlayers,"range, multifloor"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getPos,"x, y, z"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getSpellCoolDown,text
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getSpellData,spell
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,getTarget,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isAttSpell,expr
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isBlackListedPlayerInRange,range
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isBuffed,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isEnemy,c
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isFriend,c
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isOnTile,"id, p1, p2, p3"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,isSafe,"range, multifloor, padding"
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,itemAmount,id
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,killsToRs,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,logInfo,text
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,openPurse,
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,reachGroundItem,id
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,reindexTable,t
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,relogOnCharacter,charName
modules/game_bot/default_configs/vBot_4.8/vBot/vlib.lua,reopenPurse,
