source,event_or_hook,context
modules_Documentation.md,onClick,"l widget = UI.createWidget('ExtrasCheckBox', dest)   widget.onClick = function()     widget:setOn(not widget:isOn())     settin"
modules_Documentation.md,onItemChange,t.item:setItemId(settings[id] or defaultItem)   widget.item.onItemChange = function(widget)     settings[id] = widget:getItemId()   
modules_Documentation.md,onTextChange," or """")   widget.text:setTooltip(tooltip)   widget.textEdit.onTextChange = function(widget,text)     settings[id] = text   end   set"
modules_Documentation.md,onValueChange,"r', dest)   widget.text:setTooltip(tooltip)   widget.scroll.onValueChange = function(scroll, value)     widget.text:setText(title .. "
modules_Documentation.md,onValueChange,"roll:setValue(settings[id] or defaultValue)   widget.scroll.onValueChange(widget.scroll, widget.scroll:getValue()) end  UI.Button(""vB"
modules_Documentation.md,onTalk,"lly opened in new tab after receiving one."") if true then   onTalk(function(name, level, mode, text, channelId, pos)     if mo"
modules_Documentation.md,onAddThing,"d Wild Growths."") if true then   local activeTimers = {}    onAddThing(function(tile, thing)     if not settings.timers then retur"
modules_Documentation.md,onRemoveThing,"   end     tile:setTimer(activeTimers[pos] - now)   end)    onRemoveThing(function(tile, thing)     if not settings.timers then retur"
modules_Documentation.md,onTalk,"eply to Grand Master Oberon talk minigame."") if true then   onTalk(function(name, level, mode, text, channelId, pos)     if no"
modules_Documentation.md,onKeyPress,hen         g_game.use(useThing)       end     end   end    onKeyPress(function(keys)     local wsadWalking = modules.game_walking
modules_Documentation.md,onTextMessage,"y !bless at login."") if true then   local blessed = false   onTextMessage(function(mode,text)      if not settings.bless then return "
modules_Documentation.md,onUseWith,"3, 266, 236, 239, 7643, 23375, 7642, 23374, 5908, 5942}     onUseWith(function(pos, itemId, target, subType)     if settings.reUs"
modules_Documentation.md,onRemoveThing,"          end           end         end       end   end)    onRemoveThing(function(tile, thing)     if not settings.holdMwall then re"
modules_Documentation.md,onAddThing,"e, tile:getTopUseThing())           end       end   end)    onAddThing(function(tile, thing)     if not settings.holdMwall then re"
modules_Documentation.md,onKeyDown,"andidates, table.find(candidates,tile))       end   end)    onKeyDown(function(keys)     local wsadWalking = modules.game_walking"
modules_Documentation.md,onKeyPress,"le.insert(candidates, tile:getPosition())     end   end)    onKeyPress(function(keys)     local wsadWalking = modules.game_walking"
modules_Documentation.md,onPlayerPositionChange,"dule(500, function()       checkPlayers()     end)   end    onPlayerPositionChange(function(x,y)     if not settings.checkPlayer then return e"
modules_Documentation.md,onCreatureAppear,"hedule(20, function() checkPlayers() end)     end   end)    onCreatureAppear(function(creature)     if not settings.checkPlayer then ret"
modules_Documentation.md,onTextMessage,"e ([^\(]*) \(Level ([0-9]*)\)((?:.)* of the ([\w ]*),|)]]   onTextMessage(function(mode, text)     if not settings.checkPlayer then r"
modules_Documentation.md,onContainerOpen,"     end         end       end     end   end if true then   onContainerOpen(function(container, previousContainer)     schedule(100, fu"
modules_Documentation.md,onAddItem,"function()       openNextLootContainer()     end)   end)    onAddItem(function(container, slot, item, oldItem)     schedule(100, "
modules_Documentation.md,onAttackingCreatureChange,"333, function() forceMarked(creature) end)     end   end    onAttackingCreatureChange(function(newCreature, oldCreature)     if not settings.high"
modules_Documentation.md,onKeyPress,"etID = nil  -- escape when attacking will reset hold target onKeyPress(function(keys)     if keys == ""Escape"" and targetID then   "
modules_Documentation.md,onClick,w:setId(panelName)  ui.title:setOn(config.enabled) ui.title.onClick = function(widget)     config.enabled = not config.enabled 
modules_Documentation.md,onClick,onfig.enabled     widget:setOn(config.enabled) end  ui.edit.onClick = function()     healerWindow:show()     healerWindow:raise
modules_Documentation.md,onClick,"PlayerEntry"", customList.playerList.list)     widget.remove.onClick = function()         config.customPlayers[name] = nil      "
modules_Documentation.md,onDoubleClick,"tText(""[""..health..""%]  ""..name) end  customList.playerList.onDoubleClick = function()     customList.playerList:hide() end  local fu"
modules_Documentation.md,onClick,"b(str, ""^%l"", string.upper))   end  customList.addPanel.add.onClick = function()     local name = """"     local words = string.s"
modules_Documentation.md,onClick,"erEntry"", customList.playerList.list)         widget.remove.onClick = function()             config.customPlayers[name] = nil  "
modules_Documentation.md,onClick,ig.conditions.knights) targetSettings.vocations.box.knights.onClick = function(widget)     config.conditions.knights = not conf
modules_Documentation.md,onClick,.conditions.paladins) targetSettings.vocations.box.paladins.onClick = function(widget)     config.conditions.paladins = not con
modules_Documentation.md,onClick,nfig.conditions.druids) targetSettings.vocations.box.druids.onClick = function(widget)     config.conditions.druids = not confi
modules_Documentation.md,onClick,onditions.sorcerers) targetSettings.vocations.box.sorcerers.onClick = function(widget)     config.conditions.sorcerers = not co
modules_Documentation.md,onClick,onfig.conditions.friends) targetSettings.groups.box.friends.onClick = function(widget)     config.conditions.friends = not conf
modules_Documentation.md,onClick,ed(config.conditions.party) targetSettings.groups.box.party.onClick = function(widget)     config.conditions.party = not config
modules_Documentation.md,onClick,ed(config.conditions.guild) targetSettings.groups.box.guild.onClick = function(widget)     config.conditions.guild = not config
modules_Documentation.md,onClick,g.conditions.botserver) targetSettings.groups.box.botserver.onClick = function(widget)     config.conditions.botserver = not co
modules_Documentation.md,onValueChange,"d         widget.scroll:setValue(val)         widget.scroll.onValueChange = function(scroll, value)             setting.value = value"
modules_Documentation.md,onItemChange,        widget.item:setShowCount(false)         widget.item.onItemChange = function(widget)             setting.value = widget:getIt
modules_Documentation.md,onClick,list)      widget:setText(action.name)     widget.increment.onClick = function()         local index = priority.list:getChildIn
modules_Documentation.md,onClick,         setCrementalButtons()     end     widget.decrement.onClick = function()         local index = priority.list:getChildIn
modules_Documentation.md,onClick,"tion.enabled and ""#98BF64"" or ""#dfdfdf"")     widget.enabled.onClick = function()         action.enabled = not action.enabled   "
modules_Documentation.md,onDoubleClick,"dget, 1)       end     if action.custom then         widget.onDoubleClick = function()             local window = modules.client_text"
modules_Documentation.md,onTextChange,"window:focus()              end)         end         widget.onTextChange = function(widget,text)             action.name = text     "
modules_Documentation.md,onEscape,t: tr('Friend Healer')   size: 512 390   padding-top: 30   @onEscape: self:hide()    Conditions     id: conditions     anchors.t
modules_Documentation.md,onClick,ight     anchors.bottom: parent.bottom     size: 45 21     @onClick: self:getParent():hide() ``` ---  # 📄 npc_talk.lua ```lua o
modules_Documentation.md,onAttackingCreatureChange,"k: self:getParent():hide() ``` ---  # 📄 npc_talk.lua ```lua onAttackingCreatureChange(function(creature, OldCreature)     if creature and creatur"
modules_Documentation.md,onClick,hecked(config.groupMembers)     ListWindow.settings.Members.onClick = function(widget)       config.groupMembers = not config.g
modules_Documentation.md,onClick,t:setChecked(config.outfits)     ListWindow.settings.Outfit.onClick = function(widget)       config.outfits = not config.outfit
modules_Documentation.md,onClick,cked(config.marks)     ListWindow.settings.NeutralsAreEnemy.onClick = function(widget)       config.marks = not config.marks   
modules_Documentation.md,onClick,Checked(config.highlight)     ListWindow.settings.Highlight.onClick = function(widget)       config.highlight = not config.high
modules_Documentation.md,onClick,:setChecked(config.autoAdd)     ListWindow.settings.AutoAdd.onClick = function(widget)       config.autoAdd = not config.autoAd
modules_Documentation.md,onClick,"t)             label:setText(name)             label.remove.onClick = function()                 table.remove(playerList, table"
modules_Documentation.md,onMouseRelease,"          refreshStatus()             end             label.onMouseRelease = function(widget, mousePos, mouseButton)               if "
modules_Documentation.md,onStyleApply,n = TabBar.buttonsPanel:getChildren()[v]          tabButton.onStyleApply = function(widget)             if TabBar:getCurrentTab() ==
modules_Documentation.md,onClick,   end          end          -- callbacks         addButton.onClick = function()             local names = string.split(nameTab
modules_Documentation.md,onClick,     label:setText(name)                       label.remove.onClick = function()                           table.remove(playerL
modules_Documentation.md,onMouseRelease,"roy()                       end                       label.onMouseRelease = function(widget, mousePos, mouseButton)                  "
modules_Documentation.md,onKeyPress,"           end             end         end          nameTab.onKeyPress = function(widget, keyCode, keyboardModifiers)           if"
modules_Documentation.md,onClick,             return false           end           addButton.onClick()           return true         end     end      function a
modules_Documentation.md,onClick,"blacklistList)       label:setText(name)       label.remove.onClick = function()           table.remove(playerList, table.find("
modules_Documentation.md,onMouseRelease,"ist, name))           label:destroy()       end       label.onMouseRelease = function(widget, mousePos, mouseButton)         if mouseB"
modules_Documentation.md,onTextMessage,"eturn true           end         end       end     end end  onTextMessage(function(mode,text)   if not config.autoAdd then return end"
modules_Documentation.md,onCreatureAppear,"was not justified."")[1]      addBlackListPlayer(text) end)  onCreatureAppear(function(creature)     checkStatus(creature)   end)    onPl"
modules_Documentation.md,onPlayerPositionChange,"pear(function(creature)     checkStatus(creature)   end)    onPlayerPositionChange(function(x,y)   if x.z ~= y.z then     schedule(20, functio"
modules_Documentation.md,onEscape, < MainWindow   !text: tr('Player List')   size: 405 356   @onEscape: self:hide()    TabBar     id: tmpTabBar     anchors.top: p
modules_Documentation.md,onClick,    size: 45 21     margin-top: 15     margin-right: 5     @onClick: self:getParent():hide() ``` ---  # 📄 pushmax.lua ```lua --
modules_Documentation.md,onClick,ot config.enabled widget:setOn(config.enabled) end  ui.push.onClick = function(widget)   pushWindow:show()   pushWindow:raise()
modules_Documentation.md,onClick,", rootWidget)   pushWindow:hide()    pushWindow.closeButton.onClick = function(widget)     pushWindow:hide()   end    local upd"
modules_Documentation.md,onValueChange,"fig.pushDelay)   end   updateDelayText()   pushWindow.delay.onValueChange = function(scroll, value)     config.pushDelay = value     "
modules_Documentation.md,onItemChange,indow.delay:setValue(config.pushDelay)    pushWindow.runeId.onItemChange = function(widget)     config.pushMaxRuneId = widget:getIte
modules_Documentation.md,onItemChange,runeId:setItemId(config.pushMaxRuneId)   pushWindow.mwallId.onItemChange = function(widget)     config.mwallBlockId = widget:getItem
modules_Documentation.md,onTextChange,"mwallId:setItemId(config.mwallBlockId)    pushWindow.hotkey.onTextChange = function(widget, text)     config.pushMaxKey = text   end"
modules_Documentation.md,onKeyDown,"getDistanceBetween(a,b) == 1 end  -- to mark local hold = 0 onKeyDown(function(keys)   if not config.enabled then return end   if"
modules_Documentation.md,onKeyPress,     end   end end)  -- mark tile to throw anything from it onKeyPress(function(keys)   if not config.enabled then return end   if
modules_Documentation.md,onCreaturePositionChange,"       tile:setText(""CLEAR"")     end   end   hold = 0 end)  onCreaturePositionChange(function(creature, newPos, oldPos)   if not config.enabled "
modules_Documentation.md,onEscape,inWindow   !text: tr('Pushmax Settings')   size: 200 240   @onEscape: self:hide()    BotLabel     id: delayText     anchors.top:
modules_Documentation.md,onContainerOpen,"end      return label:setText(count) end getQuiverAmount()  onContainerOpen(function(container, previousContainer)     getQuiverAmount("
modules_Documentation.md,onContainerClose,"n(container, previousContainer)     getQuiverAmount() end)  onContainerClose(function(container)     getQuiverAmount() end)    onAddItem"
modules_Documentation.md,onAddItem,"inerClose(function(container)     getQuiverAmount() end)    onAddItem(function(container, slot, item, oldItem)     getQuiverAmoun"
modules_Documentation.md,onRemoveItem,"container, slot, item, oldItem)     getQuiverAmount() end)  onRemoveItem(function(container, slot, item)     getQuiverAmount() end) "
modules_Documentation.md,onContainerUpdateItem,"function(container, slot, item)     getQuiverAmount() end)  onContainerUpdateItem(function(container, slot, item, oldItem)     getQuiverAmoun"
modules_Documentation.md,onContainerOpen,"58, 14252, 3446, 16142, 35902 }     local hold = false      onContainerOpen(function(container, previousContainer)         hold = false"
modules_Documentation.md,onContainerClose,"iner, previousContainer)         hold = false     end)      onContainerClose(function(container)         hold = false     end)          "
modules_Documentation.md,onAddItem,"(function(container)         hold = false     end)          onAddItem(function(container, slot, item, oldItem)         hold = fal"
modules_Documentation.md,onRemoveItem,"er, slot, item, oldItem)         hold = false     end)      onRemoveItem(function(container, slot, item)         hold = false     en"
modules_Documentation.md,onContainerUpdateItem,"n(container, slot, item)         hold = false     end)      onContainerUpdateItem(function(container, slot, item, oldItem)         hold = fal"
modules_Documentation.md,onEscape,MainWindow   !text: tr('Healer Options')   size: 220 360   @onEscape: self:hide()    BotSwitch     id: exuraSio     anchors.top:
modules_Documentation.md,onPlayerPositionChange,"efaultTab(""Tools"")  -- script  local lockedLevel = pos().z  onPlayerPositionChange(function(newPos, oldPos)     lockedLevel = pos().z     modu"
modules_Documentation.md,onKeyPress,les.game_interface.getMapPanel():unlockVisibleFloor() end)  onKeyPress(function(keys)     if keys == keyDown then         lockedLe
modules_Documentation.md,onItemChange,"    panel:setId(""blank"")   item:setShowCount(false)    item.onItemChange = function(widget)     local id = widget:getItemId()     lo"
modules_Documentation.md,onVisibilityChange,"e or 0) end loadSettings()  -- save settings SuppliesWindow.onVisibilityChange = function(widget, visible)   if not visible then     local"
modules_Documentation.md,onClick,"le. \nDouble click to change the name."")       label.remove.onClick = function()         local childs = SuppliesWindow.profiles"
modules_Documentation.md,onDoubleClick,"oy()         vBotConfigSave(""supply"")       end       label.onDoubleClick = function(widget)         local window =           modules"
modules_Documentation.md,onClick,indow:focus()           end         )       end       label.onClick = function()         SuppliesConfig[panelName].currentProfi
modules_Documentation.md,onTextChange,"gs()         vBotConfigSave(""supply"")       end       label.onTextChange = function(widget, text)         currentProfile = text     "
modules_Documentation.md,onClick, end   end end setProfileFocus()  SuppliesWindow.newProfile.onClick = function()   local n = SuppliesWindow.profiles:getChildCo
modules_Documentation.md,onClick,"()   vBotConfigSave(""supply"") end  SuppliesWindow.capSwitch.onClick = function(widget)   config.capSwitch = not config.capSwitc"
modules_Documentation.md,onClick,idget:setOn(config.capSwitch) end  SuppliesWindow.SoftBoots.onClick = function(widget)   config.SoftBoots = not config.SoftBoot
modules_Documentation.md,onClick,  widget:setOn(config.SoftBoots) end  SuppliesWindow.imbues.onClick = function(widget)   config.imbues = not config.imbues   wi
modules_Documentation.md,onClick,dget:setOn(config.imbues) end  SuppliesWindow.staminaSwitch.onClick = function(widget)   config.staminaSwitch = not config.stam
modules_Documentation.md,onTextChange,"et:setOn(config.staminaSwitch) end  SuppliesWindow.capValue.onTextChange = function(widget, text)   local value = tonumber(SuppliesW"
modules_Documentation.md,onTextChange,"nfig.capValue = text   end end  SuppliesWindow.staminaValue.onTextChange = function(widget, text)   local value = tonumber(SuppliesW"
modules_Documentation.md,onClick,"fig.staminaValue = text   end end  SuppliesWindow.increment.onClick = function(widget)   for i, panel in ipairs(SuppliesWindow."
modules_Documentation.md,onClick," avg)       end     end   end end  SuppliesWindow.decrement.onClick = function(widget)   for i, panel in ipairs(SuppliesWindow."
modules_Documentation.md,onMouseWheel,"low 0       end     end   end end  SuppliesWindow.increment.onMouseWheel = function(widget, mousePos, dir)   if dir == 1 then     Su"
modules_Documentation.md,onClick,"sePos, dir)   if dir == 1 then     SuppliesWindow.increment.onClick()   elseif dir == 2 then     SuppliesWindow.decrement.onCli"
modules_Documentation.md,onClick,Click()   elseif dir == 2 then     SuppliesWindow.decrement.onClick()   end end  SuppliesWindow.decrement.onMouseWheel = Suppli
modules_Documentation.md,onMouseWheel,dow.decrement.onClick()   end end  SuppliesWindow.decrement.onMouseWheel = SuppliesWindow.increment.onMouseWheel  Supplies = {} -- p
modules_Documentation.md,onMouseWheel,iesWindow.decrement.onMouseWheel = SuppliesWindow.increment.onMouseWheel  Supplies = {} -- public functions Supplies.show = function
modules_Documentation.md,onEscape,dow < MainWindow   !text: tr('Supplies')   size: 430 330   @onEscape: self:hide()    VerticalSeparator     id: sep     anchors.t
modules_Documentation.md,onClick,     tooltip: Close supplies window and save settings.     @onClick: self:getParent():hide()    Button     id: increment     an
modules_Documentation.md,onPlayerPositionChange,"addLine(start..text, ""orange"")  end  -- scripts / functions onPlayerPositionChange(function(x,y)     vBot.standTime = now end)  function stand"
modules_Documentation.md,onTextMessage,"    end end  local dmgTable = {} local lastDmgMessage = now onTextMessage(function(mode, text)     if not text:lower():find(""you lose"
modules_Documentation.md,onTalk," in other scripts -- already used in pushmax, healbot, etc  onTalk(function(name, level, mode, text, channelId, pos)     if na"
modules_Documentation.md,onTalk,"rted in SpellCastTable by function cast SpellCastTable = {} onTalk(function(name, level, mode, text, channelId, pos)     if na"
modules_Documentation.md,onTalk,"then return true     return true end  local lastPhrase = """" onTalk(function(name, level, mode, text, channelId, pos)     if na"
modules_Documentation.md,onSpellCooldown,e() then         lastPhrase = text:lower()     end end)  if onSpellCooldown and onGroupSpellCooldown then     onSpellCooldown(function(
modules_Documentation.md,onGroupSpellCooldown,"tPhrase = text:lower()     end end)  if onSpellCooldown and onGroupSpellCooldown then     onSpellCooldown(function(iconId, duration)        "
modules_Documentation.md,onSpellCooldown," end)  if onSpellCooldown and onGroupSpellCooldown then     onSpellCooldown(function(iconId, duration)         schedule(1, function()  "
modules_Documentation.md,onGroupSpellCooldown," = {id = iconId}             end         end)     end)      onGroupSpellCooldown(function(iconId, duration)         schedule(2, function()  "
modules_Documentation.md,onUse,"    vBot.isUsing = now < isUsingTime and true or false end) onUse(function(pos, itemId, stackPos, subType)     if pos.x > 650"
modules_Documentation.md,onUseWith,"tainer() then return end      isUsingTime = now + 1000 end) onUseWith(function(pos, itemId, target, subType)     if pos.x < 65000"
modules_Documentation.md,onSame,"olean function isSafe(range, multifloor, padding)     local onSame = 0     local onAnother = 0     if not multifloor and paddi"
modules_Documentation.md,onAnother,"(range, multifloor, padding)     local onSame = 0     local onAnother = 0     if not multifloor and padding then         multiflo"
modules_Documentation.md,onSame,romPlayer(spec:getPosition()) <= range then                 onSame = onSame + 1             end             if multifloor and 
modules_Documentation.md,onSame,(spec:getPosition()) <= range then                 onSame = onSame + 1             end             if multifloor and padding a
modules_Documentation.md,onAnother,ec:getPosition()) <= (range + padding) then                 onAnother = onAnother + 1             end         end     end      if
modules_Documentation.md,onAnother,on()) <= (range + padding) then                 onAnother = onAnother + 1             end         end     end      if onSame + on
modules_Documentation.md,onSame,= onAnother + 1             end         end     end      if onSame + onAnother > 0 then         return false     else         
modules_Documentation.md,onAnother,er + 1             end         end     end      if onSame + onAnother > 0 then         return false     else         return true 
modules_Documentation.md,onMouseRelease,"📄 xeno_menu.lua ```lua modules.game_interface.gameRootPanel.onMouseRelease = function(widget, mousePos, mouseButton)     if mouseButto"
modules_Documentation.md,onClick,dow.enabled:setOn(config.enabled)   botServerWindow.enabled.onClick = function()     config.enabled = not config.enabled     bo
modules_Documentation.md,onClick,  end   updateStatusText()   delay(9000) end)  ui.botServer.onClick = function(widget)     botServerWindow:show()     botServer
modules_Documentation.md,onClick,   botServerWindow:focus() end  botServerWindow.closeButton.onClick = function(widget)     botServerWindow:hide() end   onAddTh
modules_Documentation.md,onAddThing,"onClick = function(widget)     botServerWindow:hide() end   onAddThing(function(tile, thing)   if config.mwallInfo and BotServer._"
modules_Documentation.md,onClick,storage[panelName]  ui.title:setOn(config.enabled) ui.title.onClick = function(widget)   config.enabled = not config.enabled   
modules_Documentation.md,onClick," = UI.createWindow(""AlarmsWindow"") window:hide()  ui.alerts.onClick = function()   window:show()   window:raise()   window:focu"
modules_Documentation.md,onClick,d].enabled)   widget.tick:setTooltip(tooltip)   widget.tick.onClick = function()     config[id].enabled = not config[id].enable
modules_Documentation.md,onValueChange,"   widget.value:setValue(config[id].value)     widget.value.onValueChange = function(widget, value)       config[id].value = value   "
modules_Documentation.md,onTextChange,"n     widget.text:setText(config[id].value)     widget.text.onTextChange = function(widget, newText)       config[id].value = newTex"
modules_Documentation.md,onTextMessage,"xt)   playSound(file) end  -- damage taken & custom message onTextMessage(function(mode, text)   if not config.enabled then return en"
modules_Documentation.md,onTalk,"       end     end   end end)  -- default & private message onTalk(function(name, level, mode, text, channelId, pos)   if not "
modules_Documentation.md,onEscape,ndow   !text: tr('Alarms')   size: 330 400   padding: 15   @onEscape: self:hide()    FlatPanel     id: list     anchors.fill: pa
modules_Documentation.md,onClick,tom: parent.bottom     size: 45 21     margin-right: 5     @onClick: self:getParent():hide() ``` ---  # 📄 analyzer.lua ```lua -
modules_Documentation.md,onClick,lyzer(dropTrackerWindow) end mainWindow.contentsPanel.Stats.onClick = function()   toggleAnalyzer(statsWindow) end mainWindow.c
modules_Documentation.md,onClick,lyzer(statsWindow) end mainWindow.contentsPanel.BossTracker.onClick = function()   toggleAnalyzer(bossWindow) end  -- boss trac
modules_Documentation.md,onTextChange,"indow) end  -- boss tracker bossWindow.contentsPanel.search.onTextChange = function(widget, newText)   newText = newText:lower()   f"
modules_Documentation.md,onTalk," = [[You (?:can|may) challenge ([\w\W]*) again in ([\d]*)]] onTalk(function(name, level, mode, text, channelId, pos)   if mode"
modules_Documentation.md,onAttackingCreatureChange,"BossPanel(name, os.time() + cd)   end end)  -- save outfits onAttackingCreatureChange(function(newCreature, oldCreature)   local name = newCreatu"
modules_Documentation.md,onDoubleClick,ealing.value:setText(format_thousand(t.heal))        widget.onDoubleClick = function()         membersData[name] = nil         widget
modules_Documentation.md,onClick,< TextEdit   placeholder: Type to search   margin-top: 1   @onClick: modules.client_textedit.show(self)    Button     id: clear
modules_Documentation.md,onClick,"ter: parent.verticalCenter     size: 18 18     text: X     @onClick: |       self:getParent():setText("""")  TrackerItem < Panel "
modules_Documentation.md,onAddThing,"llback type: "" .. callbackType)   end   if callbackType == ""onAddThing"" or callbackType == ""onRemoveThing"" then     g_game.enableT"
modules_Documentation.md,onRemoveThing,"  end   if callbackType == ""onAddThing"" or callbackType == ""onRemoveThing"" then     g_game.enableTileThingLuaCallback(true)   end    "
modules_Documentation.md,onKeyDown,"llbacks[callbackType], index)       end     end   } end  -- onKeyDown(callback) -- callback = function(keys) context.onKeyDown = "
modules_Documentation.md,onKeyDown,"-- onKeyDown(callback) -- callback = function(keys) context.onKeyDown = function(callback)    return context.callback(""onKeyDown"""
modules_Documentation.md,onKeyDown,".onKeyDown = function(callback)    return context.callback(""onKeyDown"", callback) end  -- onKeyPress(callback) -- callback = func"
modules_Documentation.md,onKeyPress,")    return context.callback(""onKeyDown"", callback) end  -- onKeyPress(callback) -- callback = function(keys) context.onKeyPress ="
modules_Documentation.md,onKeyPress,"- onKeyPress(callback) -- callback = function(keys) context.onKeyPress = function(callback)    return context.callback(""onKeyPress"
modules_Documentation.md,onKeyPress,"onKeyPress = function(callback)    return context.callback(""onKeyPress"", callback) end  -- onKeyUp(callback) -- callback = functio"
modules_Documentation.md,onKeyUp,"    return context.callback(""onKeyPress"", callback) end  -- onKeyUp(callback) -- callback = function(keys) context.onKeyUp = fu"
modules_Documentation.md,onKeyUp,"  -- onKeyUp(callback) -- callback = function(keys) context.onKeyUp = function(callback)    return context.callback(""onKeyUp"", "
modules_Documentation.md,onKeyUp,"xt.onKeyUp = function(callback)    return context.callback(""onKeyUp"", callback) end  -- onTalk(callback) -- callback = function"
modules_Documentation.md,onTalk,"ck)    return context.callback(""onKeyUp"", callback) end  -- onTalk(callback) -- callback = function(name, level, mode, text, c"
modules_Documentation.md,onTalk,"= function(name, level, mode, text, channelId, pos) context.onTalk = function(callback)    return context.callback(""onTalk"", c"
modules_Documentation.md,onTalk,"ext.onTalk = function(callback)    return context.callback(""onTalk"", callback) end  -- onTextMessage(callback) -- callback = f"
modules_Documentation.md,onTextMessage,"ack)    return context.callback(""onTalk"", callback) end  -- onTextMessage(callback) -- callback = function(mode, text) context.onText"
modules_Documentation.md,onTextMessage,"essage(callback) -- callback = function(mode, text) context.onTextMessage = function(callback)    return context.callback(""onTextMess"
modules_Documentation.md,onTextMessage,"extMessage = function(callback)    return context.callback(""onTextMessage"", callback) end  -- onLoginAdvice(callback) -- callback = f"
modules_Documentation.md,onLoginAdvice," return context.callback(""onTextMessage"", callback) end  -- onLoginAdvice(callback) -- callback = function(message) context.onLoginAd"
modules_Documentation.md,onLoginAdvice,"ginAdvice(callback) -- callback = function(message) context.onLoginAdvice = function(callback)    return context.callback(""onLoginAdv"
modules_Documentation.md,onLoginAdvice,"oginAdvice = function(callback)    return context.callback(""onLoginAdvice"", callback) end  -- onAddThing(callback) -- callback = func"
modules_Documentation.md,onAddThing," return context.callback(""onLoginAdvice"", callback) end  -- onAddThing(callback) -- callback = function(tile, thing) context.onAdd"
modules_Documentation.md,onAddThing,"Thing(callback) -- callback = function(tile, thing) context.onAddThing = function(callback)    return context.callback(""onAddThing"
modules_Documentation.md,onAddThing,"onAddThing = function(callback)    return context.callback(""onAddThing"", callback) end  -- onRemoveThing(callback) -- callback = f"
modules_Documentation.md,onRemoveThing,"    return context.callback(""onAddThing"", callback) end  -- onRemoveThing(callback) -- callback = function(tile, thing) context.onRem"
modules_Documentation.md,onRemoveThing,"Thing(callback) -- callback = function(tile, thing) context.onRemoveThing = function(callback)    return context.callback(""onRemoveTh"
modules_Documentation.md,onRemoveThing,"emoveThing = function(callback)    return context.callback(""onRemoveThing"", callback) end  -- onCreatureAppear(callback) -- callback "
modules_Documentation.md,onCreatureAppear," return context.callback(""onRemoveThing"", callback) end  -- onCreatureAppear(callback) -- callback = function(creature) context.onCreatu"
modules_Documentation.md,onCreatureAppear,"reAppear(callback) -- callback = function(creature) context.onCreatureAppear = function(callback)   return context.callback(""onCreatureA"
modules_Documentation.md,onCreatureAppear,"atureAppear = function(callback)   return context.callback(""onCreatureAppear"", callback) end  -- onCreatureDisappear(callback) -- callba"
modules_Documentation.md,onCreatureDisappear,"turn context.callback(""onCreatureAppear"", callback) end  -- onCreatureDisappear(callback) -- callback = function(creature) context.onCreatu"
modules_Documentation.md,onCreatureDisappear,"isappear(callback) -- callback = function(creature) context.onCreatureDisappear = function(callback)   return context.callback(""onCreatureD"
modules_Documentation.md,onCreatureDisappear,"reDisappear = function(callback)   return context.callback(""onCreatureDisappear"", callback) end  -- onCreaturePositionChange(callback) -- c"
modules_Documentation.md,onCreaturePositionChange,"n context.callback(""onCreatureDisappear"", callback) end  -- onCreaturePositionChange(callback) -- callback = function(creature, newPos, oldPos) "
modules_Documentation.md,onCreaturePositionChange,"k) -- callback = function(creature, newPos, oldPos) context.onCreaturePositionChange = function(callback)   return context.callback(""onCreatureP"
modules_Documentation.md,onCreaturePositionChange,"itionChange = function(callback)   return context.callback(""onCreaturePositionChange"", callback) end  -- onCreatureHealthPercentChange(callback)"
modules_Documentation.md,onCreatureHealthPercentChange,"text.callback(""onCreaturePositionChange"", callback) end  -- onCreatureHealthPercentChange(callback) -- callback = function(creature, healthPercent) c"
modules_Documentation.md,onCreatureHealthPercentChange,"ck) -- callback = function(creature, healthPercent) context.onCreatureHealthPercentChange = function(callback)   return context.callback(""onCreatureH"
modules_Documentation.md,onCreatureHealthPercentChange,"rcentChange = function(callback)   return context.callback(""onCreatureHealthPercentChange"", callback) end  -- onUse(callback) -- callback = function("
modules_Documentation.md,onUse,"callback(""onCreatureHealthPercentChange"", callback) end  -- onUse(callback) -- callback = function(pos, itemId, stackPos, sub"
modules_Documentation.md,onUse,"callback = function(pos, itemId, stackPos, subType) context.onUse = function(callback)   return context.callback(""onUse"", cal"
modules_Documentation.md,onUse,"ntext.onUse = function(callback)   return context.callback(""onUse"", callback) end  -- onUseWith(callback) -- callback = funct"
modules_Documentation.md,onUseWith,"lback)   return context.callback(""onUse"", callback) end  -- onUseWith(callback) -- callback = function(pos, itemId, target, subTy"
modules_Documentation.md,onUseWith,"- callback = function(pos, itemId, target, subType) context.onUseWith = function(callback)   return context.callback(""onUseWith"","
modules_Documentation.md,onUseWith,"t.onUseWith = function(callback)   return context.callback(""onUseWith"", callback) end  -- onContainerOpen -- callback = function("
modules_Documentation.md,onContainerOpen,"k)   return context.callback(""onUseWith"", callback) end  -- onContainerOpen -- callback = function(container, previousContainer) contex"
modules_Documentation.md,onContainerOpen,"- callback = function(container, previousContainer) context.onContainerOpen = function(callback)   return context.callback(""onContainer"
modules_Documentation.md,onContainerOpen,"ntainerOpen = function(callback)   return context.callback(""onContainerOpen"", callback) end  -- onContainerClose -- callback = function"
modules_Documentation.md,onContainerClose,"eturn context.callback(""onContainerOpen"", callback) end  -- onContainerClose -- callback = function(container) context.onContainerClose "
